Activity	0.07010627063938478,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.6992059672611974,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	5.542835859311335E-6,Event	2.0611536181902033E-9,Location	1.615811953493297E-4,Place	0.9997210139026379,MeanOfTransportation	2.0611536181902033E-9,Species	0.9997725555024856,SportsSeason	2.0611536181902033E-9,TimePeriod	3.888290301518078E-9,Work	0.9999983647777761
Activity	9.234708166272608E-5,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	5.0737710404045315E-5,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.02281687120219898,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.020296676025471725,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.02875195557560372,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	6.3340800790135615E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	8.561108242420677E-5,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	5.71832968885575E-7,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	6.589777437560376E-4,Agent	2.0611536181902033E-9,Organisation	0.7814941168886939,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.2986195377114043,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9996311702430819,Biomolecule	1.9112630984981905E-7,CelestialBody	0.005127715437414236,ChemicalSubstance	2.7084073883079017E-4,Device	2.0751478293058068E-5,Event	4.899813092489967E-9,Location	1.4825344525057E-4,Place	0.7651363302560178,MeanOfTransportation	6.967292724738411E-7,Species	0.3742425485165501,SportsSeason	0.006956126234382955,TimePeriod	0.008583614890821156,Work	3.995741742902219E-6
Activity	0.12503665235382672,Agent	5.571552052431225E-4,Organisation	2.0611536181902033E-9,other	0.9999999892599795,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999934733100141,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.004042740117309195,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	9.459747010183472E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9994561044622072,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	5.147610370368072E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.06481630059668544,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	4.165177895745966E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999969970313847,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.03721449129720554,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	7.912687133440217E-4,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.4888783668072338E-8,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.007884426901561435,Agent	2.0611536181902033E-9,Organisation	0.03750332495840706,other	3.635196237409101E-9,Person	0.9999999503114797,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	1.4228117220245452E-6,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999881214314346,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.0017559405372106417,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.028527608980909995,Agent	2.0611536181902033E-9,Organisation	3.232469536580876E-9,other	0.19485433955607678,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9301937547741741,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	3.2003194049660468E-6,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.0019555003821342845,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.763852839346037,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.08264250277874607,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.4594847066323085E-4,Place	0.9860185263453489,MeanOfTransportation	2.0611536181902033E-9,Species	0.9996531884203318,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.13421059727909068,Agent	7.39782283512558E-8,Organisation	2.0611536181902033E-9,other	0.5545128402152659,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	0.01436739058309765,ChemicalSubstance	1.9350545672432518E-5,Device	4.3217062648393875E-5,Event	2.0611536181902033E-9,Location	2.1923224151647308E-4,Place	2.0611536181902033E-9,MeanOfTransportation	4.2345281045296296E-7,Species	0.6789967556736772,SportsSeason	4.6729519213668394E-7,TimePeriod	1.5351422483505136E-5,Work	0.957097441043153
Activity	0.0010461333952263246,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	4.483626932127895E-8,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.271943490242647,Agent	1.022221067986392E-5,Organisation	3.27276253469699E-8,other	6.570059904722186E-5,Person	0.998098741501539,Biomolecule	2.0611536181902033E-9,CelestialBody	7.437396697459681E-9,ChemicalSubstance	2.4750053648983084E-7,Device	2.185789177154454E-5,Event	2.0611536181902033E-9,Location	1.2951316295164143E-5,Place	0.04665991622526626,MeanOfTransportation	0.4093943580352052,Species	0.9228650418203537,SportsSeason	1.771273318398078E-4,TimePeriod	0.0016165748829056325,Work	0.03116778542544556
Activity	0.009338231129700739,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	1.5495260510748436E-4,Person	0.9781099598032034,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9998583111488742
Activity	8.264462788775344E-5,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.03465822803704336,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.34054992690275077,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.0011638320628871341
Activity	0.2573213944118343,Agent	2.0611536181902033E-9,Organisation	9.43805708814374E-8,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	7.566817983155679E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	1.3014624772628948E-8,Device	2.2471103111668476E-8,Event	2.0611536181902033E-9,Location	7.681947672617889E-4,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.7434893953458912,SportsSeason	1.1599982885472615E-6,TimePeriod	2.9882152556530596E-5,Work	2.0611536181902033E-9
Activity	2.4382370278299928E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.0022273773023665493,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	7.050181074304233E-5,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.11693885914370136,Agent	2.0611536181902033E-9,Organisation	2.6970449202570047E-8,other	2.9293479195282776E-4,Person	0.05856813859310884,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	5.828877151201773E-8,Device	7.522645938125575E-8,Event	3.4547419567088316E-8,Location	0.5884693823285816,Place	0.9984732757280729,MeanOfTransportation	2.0611536181902033E-9,Species	0.999923653085218,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.0372058537229287,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.6699753556352656E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9123118658726526,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	1.026037446625982E-7
Activity	0.22185202268771467,Agent	2.981997081004009E-5,Organisation	1.140287446606875E-8,other	0.028142814181013862,Person	0.9999999979388464,Biomolecule	1.2230168597748363E-6,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.904549531528618E-5,Device	3.043997262598228E-4,Event	2.0611536181902033E-9,Location	4.115505883958492E-6,Place	3.8462236024935445E-8,MeanOfTransportation	2.0611536181902033E-9,Species	0.6161095901416175,SportsSeason	2.971759467188805E-6,TimePeriod	1.7103371404514303E-5,Work	2.0611536181902033E-9
Activity	0.11512168185586164,Agent	2.0611536181902033E-9,Organisation	0.9999999979388464,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0128049861552187E-7,CelestialBody	4.413616472400078E-9,ChemicalSubstance	1.0650964302046518E-5,Device	2.3195703009729236E-4,Event	2.0611536181902033E-9,Location	1.3655860757067453E-7,Place	0.999999997372143,MeanOfTransportation	2.0611536181902033E-9,Species	4.864911515144313E-5,SportsSeason	1.1594547535142416E-7,TimePeriod	1.76032602070137E-5,Work	0.0016339399910102169
Activity	0.06183529027507706,Agent	2.0611536181902033E-9,Organisation	0.15802413153464945,other	1.0303669599045936E-4,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	3.0123839864113364E-8,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.030751015284833486,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.162092807197754E-8,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	4.79211277647696E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.8848129872603678E-7,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	4.6917905866394476E-9,SportsSeason	5.517431878594665E-8,TimePeriod	1.3113492108841902E-6,Work	2.0611536181902033E-9
Activity	7.128650042055041E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.999999912141146,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9998920719007589,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.2544080011784338,Agent	0.0029882135185183684,Organisation	2.0611536181902033E-9,other	0.0012666138565833234,Person	8.002775803476154E-6,Biomolecule	2.0611536181902033E-9,CelestialBody	0.01722294968877395,ChemicalSubstance	4.937096125910719E-5,Device	0.0019527120285023213,Event	1.61393043422813E-7,Location	7.631499604514896E-4,Place	0.500661735537649,MeanOfTransportation	0.994297899661461,Species	0.10131234001942008,SportsSeason	0.006142654149176368,TimePeriod	0.010908819204225212,Work	8.612603625737211E-5
Activity	4.488067356283357E-6,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.01789554873437722,Agent	2.0611536181902033E-9,Organisation	0.9999999979388464,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.061440878819993064
Activity	0.005054489664571387,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	6.010890417347267E-6,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.09283039721993147,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.0068597557768916555,Person	0.9999999650312544,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	3.9376603537521244E-8,Device	3.1529598773699173E-9,Event	2.0611536181902033E-9,Location	0.002546432783893641,Place	0.17118867279994962,MeanOfTransportation	2.0611536181902033E-9,Species	0.9786961814245683,SportsSeason	2.0611536181902033E-9,TimePeriod	4.648488342604153E-9,Work	2.0611536181902033E-9
Activity	0.23291129998142937,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9998795876997748,Biomolecule	8.937564405471623E-9,CelestialBody	2.666342684857267E-8,ChemicalSubstance	3.1982519823403565E-8,Device	8.781948132527893E-7,Event	2.0611536181902033E-9,Location	4.307126813118719E-5,Place	0.9824543456064503,MeanOfTransportation	2.0611536181902033E-9,Species	0.01463753700598096,SportsSeason	1.968851014173134E-6,TimePeriod	1.0783554423621008E-4,Work	1.2354650012150333E-7
Activity	5.0202469430142644E-5,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.7184050592497561,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	4.349806541605456E-6,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.001210323971962619
Activity	0.3453186997919466,Agent	2.599074467195287E-8,Organisation	1.404574122256174E-7,other	2.0611536181902033E-9,Person	5.449065388057014E-9,Biomolecule	1.6345824690273256E-4,CelestialBody	0.04288248841739666,ChemicalSubstance	0.001850714215520595,Device	4.1295162628114917E-4,Event	2.0611536181902033E-9,Location	9.497616545257222E-4,Place	0.9985854185451872,MeanOfTransportation	0.0023726049982823847,Species	0.41886483030956506,SportsSeason	0.032242546790647635,TimePeriod	0.02338103514664089,Work	0.9984352446188672
Activity	0.26558621437181545,Agent	2.0611536181902033E-9,Organisation	1.3072576688730567E-6,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	8.236896588781163E-6,CelestialBody	1.193282752454215E-6,ChemicalSubstance	2.3935205803513957E-7,Device	5.7686318985033156E-8,Event	2.0611536181902033E-9,Location	2.7222902689192903E-4,Place	0.9999999979388464,MeanOfTransportation	1.8737782836860762E-5,Species	0.19859368518155573,SportsSeason	1.954648725819494E-6,TimePeriod	0.001302460225755125,Work	2.0611536181902033E-9
Activity	0.04452414787617576,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.218087071138783E-6,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.3613550354458519,SportsSeason	2.0611536181902033E-9,TimePeriod	3.860578565835367E-9,Work	2.0611536181902033E-9
Activity	0.22436400703229664,Agent	4.932296783105374E-7,Organisation	0.002104428392101605,other	0.7421596533222639,Person	0.20534227118418472,Biomolecule	1.1160280420141913E-6,CelestialBody	8.600806926961102E-5,ChemicalSubstance	0.004136822875134544,Device	0.006296093955485412,Event	5.9483529640627725E-6,Location	0.126879946336923,Place	0.9976469197286495,MeanOfTransportation	2.0611536181902033E-9,Species	0.02544107657163356,SportsSeason	2.8961687476147783E-6,TimePeriod	0.0016937537698948131,Work	7.610351573648989E-4
Activity	1.3674989448273662E-8,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.05151353708586163,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.2838506362599594,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.2339697183302534,Agent	5.7006350354993235E-8,Organisation	1.6628993646090035E-7,other	1.3760710535203548E-6,Person	0.9999999979388464,Biomolecule	6.330220849256296E-5,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	3.903637700033121E-5,Device	1.4945072492325084E-5,Event	2.0611536181902033E-9,Location	3.056296503973244E-5,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	2.0611536181902033E-9,SportsSeason	1.2971717913153713E-5,TimePeriod	0.0026232497674132183,Work	1.3705401963379649E-8
